"subject" "activity" "group" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()"
"1" "SITTING" "test" 0.275951879138493 -0.0178569689710387 -0.10885702224664 -0.615552812712627 -0.4658200446278 -0.646343038648065 0.703587731688391 -0.00828345629144603 0.0207979736814868 -0.970579154215886 -0.957109695947047 -0.945824188635438 0.0731487676203564 0.00622628931784725 -0.00395858196719552 -0.619018283708554 -0.559178226179613 -0.767462391922607 -0.0582236426750468 -0.0571426732865173 0.0954390047639104 -0.71917308063279 -0.675471538315682 -0.678085806319756 -0.0845241538922607 -0.0442728528099796 -0.0561241908088187 -0.706417748657841 -0.754031293297352 -0.729324935014257 -0.550906036492464 -0.595588585890428 -0.550906036492464 -0.595588585890428 -0.627838625405295 -0.594373133543727 -0.605157526075356 -0.656878638414745 -0.735556186101833 -0.737195438974542 -0.621879861217515 -0.493847487114338 -0.685180400071894 -0.614271632610387 -0.486752943429124 -0.655407823001528 -0.20163263036389 -0.00109414519598778 0.0402367600362525 -0.640526261139308 -0.589772447368228 -0.751831777756008 -0.631200929572939 -0.555769570071813 -0.781854962260693 -0.0359417490224847 -0.233988000904481 -0.109378325048065 -0.656753239730346 -0.684315000128513 -0.648273053389002 -0.740517897081466 -0.675629714955397 -0.719900325641548 -0.107267619713238 -0.105953322213707 -0.0207908302902424 -0.582667006751731 -0.667335656252953 0.0869915244247047 -0.590338617709776 -0.602353099956232 0.170088137704073 -0.675917028693686 -0.706280513549898 0.0218068592543992 -0.739013370722811 -0.754091675127291 0.10854165627446
"1" "SITTING" "training" 0.271473127405882 -0.0181493654092662 -0.1139641162686 -0.563463162610794 -0.507148107647397 -0.632258889482794 0.566283170411765 0.0559614949029412 0.133887074859897 -0.963582549720588 -0.958215874455882 -0.943504157382353 0.0798142614305735 0.0102970256726346 0.000814962734669118 -0.601611135569985 -0.594655820044118 -0.743619806174559 -0.0264638181627918 -0.0753166668302618 0.0818455815783824 -0.678832254981176 -0.685215195943691 -0.662303392856471 -0.0987657616357353 -0.0386544018835294 -0.0538798513163235 -0.684227431144706 -0.761258078933235 -0.730813017175544 -0.519930250539162 -0.592839657397015 -0.519930250539162 -0.592839657397015 -0.611918710969118 -0.624223299385588 -0.587401662729632 -0.659740213871324 -0.730204142421765 -0.760674248431324 -0.593484966637412 -0.533210106460721 -0.662256210535662 -0.553379680905735 -0.525330175558015 -0.6467462352925 -0.232967471311794 0.0351846426169559 0.0775346312667941 -0.631734850675529 -0.622220850240147 -0.724957225595588 -0.606670014487353 -0.592243171261588 -0.760997823690574 -0.0600340145432353 -0.178834015418515 -0.093844749981725 -0.617634171946912 -0.689106198227059 -0.642764953212676 -0.699760935922588 -0.686666404463529 -0.701383210908824 -0.0544127738590735 -0.155219549417721 -0.0441412184676618 -0.574994375830544 -0.66851574741 0.0703372593600677 -0.612519590370471 -0.644287976505 0.211490517339324 -0.683698572790735 -0.704771891106618 -0.00423548539292647 -0.759521163545588 -0.780416170969118 0.170627301108382
"1" "STANDING" "test" 0.276177377784431 -0.0172818741561907 -0.107940757511976 -0.667932305209581 -0.599095553763473 -0.679216670329341 0.694792777095808 -0.0010301843263473 0.0910314168113772 -0.978742766586826 -0.968999955598802 -0.958147490299401 0.0776448301356288 0.0129534445262126 0.000886467423302994 -0.711725557065868 -0.711788469131737 -0.834520665329341 -0.038430136020509 -0.0672248771926647 0.0913241464640719 -0.791426443721557 -0.759370761556886 -0.72614680991018 -0.0940621740320958 -0.0445622527458084 -0.0571652014122156 -0.830920002934132 -0.874371824640719 -0.825666964760479 -0.630947459700599 -0.665011683643713 -0.630947459700599 -0.665011683643713 -0.73320719751497 -0.723788786335329 -0.693434577904192 -0.760315278287425 -0.84851863011976 -0.879781879790419 -0.689453051047904 -0.637957449640719 -0.742231387634731 -0.660489537904192 -0.605510423961078 -0.672541676278443 -0.225782780243931 0.0240758218553892 0.0124661629920389 -0.728496455928144 -0.723907683083832 -0.819222532994012 -0.720203372035928 -0.718398453652695 -0.848506493113772 -0.0885695985083832 -0.213292981460988 -0.132301055121856 -0.772855463736527 -0.801441592754491 -0.737016020538922 -0.799760555973054 -0.74032145739521 -0.748592744401198 -0.0962211625121258 -0.23377520243015 -0.0764512199938024 -0.673154380637725 -0.713137798532934 0.103081327570659 -0.720747618404192 -0.729163423712575 0.212048591008512 -0.802962549161677 -0.775670438287425 -0.0342610055482036 -0.875441210479042 -0.894709025422156 0.211307971857575
"1" "WALKING" "training" 0.265696920582133 -0.0182981725176081 -0.10784573454611 -0.545795331328326 -0.367716218227378 -0.502645746562824 0.744867411573487 -0.0825562579855908 0.072339870389049 -0.9598594359366 -0.951150627458213 -0.925817590867435 0.0770930495126801 0.0165908438802305 -0.00910758730117003 -0.524721922818732 -0.470412403511239 -0.717322274881844 -0.0208764064320173 -0.0880722729400576 0.0862641666597983 -0.686555715201729 -0.450979810499568 -0.597496136795101 -0.0971120197265994 -0.0417164808293948 -0.0471393985477522 -0.637812687210375 -0.634472244550432 -0.664591977786455 -0.453632943768818 -0.497096402038329 -0.453632943768818 -0.497096402038329 -0.545431612066571 -0.515922167555159 -0.475404785802305 -0.499839593745821 -0.639517432642651 -0.652050770910663 -0.531895161258213 -0.406435448904438 -0.596411165253602 -0.553060616663401 -0.390150939647061 -0.498583091676081 -0.180558714010749 0.0576291646962536 0.0583692776609798 -0.547348892435764 -0.507343617969859 -0.695305113832853 -0.543979776127867 -0.466251676533372 -0.737861932680115 -0.0488005965884726 -0.21527915818415 -0.0964496376997118 -0.623219182311527 -0.505309434070029 -0.553529065425648 -0.708263420861671 -0.429825832648703 -0.650476162132565 -0.0320324102759078 -0.0901517235974063 -0.0180063943472334 -0.478448523354179 -0.589710231217867 0.142062162506138 -0.499075765624092 -0.541823079570029 0.200055179527839 -0.535002770337752 -0.566576670397695 0.0649309438160231 -0.645970655298847 -0.685811262634006 0.198031580056455
"1" "WALKING_DOWNSTAIRS" "test" 0.274426200747619 -0.0185952881731583 -0.109274563987143 -0.519541326061905 -0.485142267087143 -0.593750027575119 0.698552233385714 -0.10512971000881 0.0580676361167071 -0.963830749261905 -0.955849105095238 -0.934077264859524 0.0801942834290476 0.00922199572188095 -0.0127431449224286 -0.519084460826191 -0.535031163825786 -0.729267958564286 -0.0335355397807381 -0.0797132449057929 0.0946216256891667 -0.671584287441905 -0.617351318517143 -0.570093339468095 -0.0941489223378571 -0.0428560572879762 -0.0582236932249048 -0.694403691738095 -0.764699383071429 -0.683846384154762 -0.485834554992762 -0.522354868965657 -0.485834554992762 -0.522354868965657 -0.56793131949945 -0.513980703589762 -0.524111537327619 -0.618917192756 -0.731229055404762 -0.760456931357143 -0.515430859732619 -0.485340595147381 -0.631504448986191 -0.522209172618095 -0.519324572337905 -0.607843587434286 -0.190305008979643 0.0507264163188095 0.106282760464196 -0.535607584674738 -0.550941008858524 -0.700598560062619 -0.5454792006505 -0.550168882841905 -0.757144233785714 -0.0495233344307381 -0.182789824648571 -0.0535542363219048 -0.613199066590262 -0.655813109488095 -0.555572559319524 -0.691905321578571 -0.601767054178571 -0.615627162119524 -0.100484932669429 -0.119695642267619 -0.085746418977381 -0.500847284220952 -0.610406521286905 0.103475141420274 -0.504731540655238 -0.530722197485167 0.136651709708595 -0.659102572645238 -0.659619491230952 -0.0312988265928881 -0.760181316190476 -0.77833022297619 0.124526968119262
"1" "WALKING_DOWNSTAIRS" "training" 0.275735874073022 -0.0161564624738438 -0.107253303310345 -0.603683696099797 -0.495586658812992 -0.526959067781105 0.705363023650101 -0.037804364356998 -0.0497657650944929 -0.961907622860041 -0.954844310503043 -0.93706914541785 0.0763397078004767 0.00636480461291684 -0.00250509213635902 -0.657502054905132 -0.632304606357698 -0.744594068114686 -0.013275532018499 -0.0810215992443408 0.0737832242320487 -0.737266194194726 -0.638097731712221 -0.603822758633063 -0.10384725242737 -0.0429650590820172 -0.051486446186785 -0.789161022920893 -0.805121794454361 -0.75377508083854 -0.523721247479462 -0.558018720355822 -0.523721247479462 -0.558018720355822 -0.656103936195304 -0.643108179702323 -0.580412724046846 -0.642251035226876 -0.786217390601521 -0.811148019625761 -0.627279922542799 -0.53803980843283 -0.607398636739067 -0.595719152043134 -0.507439474198529 -0.523702523875041 -0.248969316373732 -0.0307710862143144 -0.00243632579389452 -0.674263445278398 -0.646349045963387 -0.719774937099899 -0.670898366436846 -0.642464964667069 -0.768424461151217 -0.066355397200145 -0.223401738933458 -0.158316799616126 -0.71345399743641 -0.691918511086055 -0.626607738022515 -0.747078592966531 -0.613452765877049 -0.6349424492 -0.167765679952343 -0.223646348233367 -0.101911681594371 -0.566644645802891 -0.623246330789047 0.0313197600588844 -0.634433996151927 -0.657291959954057 0.175430575755416 -0.695994692578398 -0.670060415532779 -0.101725200949402 -0.807154384870548 -0.830628592588235 0.121295259325375
"1" "WALKING_UPSTAIRS" "test" 0.2792260805 -0.0137410699333333 -0.1082356298 -0.976914667166667 -0.929141091633333 -0.972264913 0.582637512166667 0.2814715215 0.1506301434 -0.9719009915 -0.961517524833333 -0.973718302333333 0.0775130550833334 0.00330831786383334 0.000510105274833334 -0.977836345 -0.962510329833333 -0.9852148295 -0.0342448434966667 -0.078152882769 0.0966117812 -0.970429545833333 -0.976850974833333 -0.957569497 -0.0984885261 -0.0386820786833333 -0.0560434883966667 -0.978483352166667 -0.983924353 -0.982318139166667 -0.9617663145 -0.942239747 -0.9617663145 -0.942239747 -0.978933889 -0.970288294833333 -0.948394682666667 -0.946460267166667 -0.984314541333333 -0.979257408333333 -0.975310696833333 -0.940255585 -0.976061050166667 -0.978249844833333 -0.928300078783333 -0.971528370666667 0.00798704466166667 0.11787740315 0.24323874364 -0.978120306166667 -0.9634427765 -0.9826301395 -0.979612429166667 -0.964387826 -0.9864711005 0.18049724774 -0.0236616142666667 0.136230998733333 -0.9661191675 -0.976870853 -0.9572695305 -0.971946495 -0.977034021833333 -0.961499603833333 0.0389539027333333 0.0734377932783333 0.0366931660383333 -0.951348618666667 -0.946976321166667 0.257758402675 -0.970436012833333 -0.969339341333333 0.303074622566667 -0.958964957333333 -0.94776606 0.04078922134 -0.980438270333333 -0.978997537333333 0.223002989278333
"1" "WALKING_UPSTAIRS" "training" 0.276195985420253 -0.0183166036427595 -0.108206282649468 -0.666680062540253 -0.581141406281013 -0.721037739205063 0.70424074303038 0.0531131591440506 0.138195062488608 -0.973048868227848 -0.958818683898734 -0.956028275341772 0.0818711049002785 0.00697649071461266 -0.00665092798901519 -0.724519853051646 -0.682808202236709 -0.870152110886076 -0.0483957633747089 -0.0620580786594937 0.0895954397180367 -0.786690111657468 -0.755209221417722 -0.773433130658228 -0.0845464142151899 -0.0478079013443038 -0.0494069493676962 -0.821652486886076 -0.891166063797468 -0.833760939392405 -0.625190371592658 -0.679247134122532 -0.625190371592658 -0.679247134122532 -0.740387619511392 -0.727736341308861 -0.691823781764557 -0.746911046280253 -0.858560975341772 -0.889574568151899 -0.691137231976203 -0.616568552175595 -0.791965034734177 -0.658560891748861 -0.590260298017468 -0.709599629418481 -0.224987058209367 0.00195975061392405 0.0388847449860253 -0.73840833948 -0.701679236125316 -0.855888911291139 -0.735087293426582 -0.683672523636203 -0.883201003848101 -0.0648125537267848 -0.219514062086329 -0.0868023253188861 -0.761932463617722 -0.814686884759494 -0.76077489356962 -0.796434320113924 -0.72876649501038 -0.798693043265823 -0.126023791462684 -0.211671068610633 -0.0744851315934684 -0.680875936094937 -0.728799947410127 0.094807846566438 -0.721116566265317 -0.73783744466076 0.186976980157646 -0.797883316632911 -0.758829963771139 -0.124250312676025 -0.888072526582279 -0.899483978936709 0.127435989248354
"2" "LAYING" "test" 0.274281400865922 -0.0170307032339255 -0.106612341978026 -0.638006465831844 -0.488518998958287 -0.637436570111732 0.664767144620112 0.0524663146871508 0.0755310465897393 -0.970308632197393 -0.958066186964618 -0.952218904674116 0.0774745169592179 0.00201885665481751 -0.00570389699429609 -0.695538537101676 -0.610489902245438 -0.737111884284916 -0.0216107339044507 -0.0784528043821974 0.0858738740423836 -0.740234031936685 -0.682759364671304 -0.636378818926629 -0.0982971040355866 -0.0394021356795158 -0.054506767298324 -0.732155918999814 -0.749391499221602 -0.721310061004097 -0.571343426999024 -0.612560886355121 -0.571343426999024 -0.612560886355121 -0.670350138321788 -0.646238866674916 -0.610598622594786 -0.67863335067486 -0.743127145256983 -0.749512280594413 -0.667821910255307 -0.528265652448305 -0.660535182678399 -0.627812756838026 -0.501504220563128 -0.654061622683426 -0.266312348367039 -0.000758189992178771 0.085666481380527 -0.715141747588082 -0.634895441363128 -0.722883493437616 -0.702786588553817 -0.610461094776536 -0.749915934581006 -0.08138687706946 -0.24247808510121 -0.148875511751341 -0.6810001431946 -0.687648260368343 -0.62863194283594 -0.760022273104283 -0.683403918672253 -0.673810247188082 -0.073271925920689 -0.115927470212104 -0.0525923208701304 -0.608106882977132 -0.67638258689702 0.038220442537486 -0.650746959688268 -0.643534524565568 0.174673663402235 -0.694055951773743 -0.725792092992551 0.0130346793263315 -0.755604555839851 -0.759639503402793 0.142291333083687
"2" "LAYING" "training" 0.278140505301758 -0.0182869446556591 -0.110108816328906 -0.60232077666709 -0.572467344649619 -0.636560326445996 0.632447458300781 -0.00942323490566406 0.0875170183581445 -0.973036638603516 -0.964574685957031 -0.947689061523438 0.0789666391425195 0.00968901928667871 -0.00250062857237793 -0.645101347918584 -0.629314619454912 -0.777724159169922 -0.0473671131704736 -0.0616947697495107 0.101069416222354 -0.739972244467285 -0.709263550685547 -0.662723934067285 -0.0921356655138545 -0.0458347778917676 -0.0578861567061426 -0.741949026199219 -0.826332375644531 -0.757755541865234 -0.569445175797168 -0.606460643532617 -0.569445175797168 -0.606460643532617 -0.662692142420215 -0.645091305985254 -0.625446499059004 -0.687816304477734 -0.790454821353516 -0.814537877300879 -0.613637608366826 -0.576819203288379 -0.683555807999023 -0.599025613476465 -0.598448792142881 -0.642444211626172 -0.199730183249121 0.0436676932956445 0.0741838844318652 -0.654608726035645 -0.645617084521973 -0.755685686341797 -0.667677749521387 -0.637520181124707 -0.798745689453125 -0.0309759004767969 -0.174023913817101 -0.0818973828063965 -0.68900611472207 -0.742900900192285 -0.666271310115527 -0.757883556933105 -0.696293117280176 -0.694292383095312 -0.0856124240650098 -0.191784693698418 -0.032373807578042 -0.60299747644668 -0.670370434483106 0.112787352530107 -0.634265018370088 -0.661710298820215 0.203549262889401 -0.731726402915039 -0.714502976946025 -0.0526511457020898 -0.815207944047852 -0.827120458577148 0.123885702713076
